room_cnt,day_of_week,day_of_year,weather,scaled_room_id,isEvent,eventName
5,1,140,0.0,0.982,0,
17,1,140,0.0,0.337,0,
1,1,140,0.0,0.038,0,
27,1,140,0.0,1.0,0,
2,1,140,0.0,0.241,0,
17,2,141,0.0,0.982,0,
16,2,141,0.0,0.337,0,
2,2,141,0.0,0.038,0,
69,2,141,0.0,1.0,0,
3,2,141,0.0,0.241,0,
17,3,142,0.0,0.982,0,
15,3,142,0.0,0.337,0,
2,3,142,0.0,0.038,0,
56,3,142,0.0,1.0,0,
8,3,142,0.0,0.241,0,
9,4,143,0.0,0.982,1,Tijelovo\
14,4,143,0.0,0.337,1,Tijelovo\
2,4,143,0.0,0.038,1,Tijelovo\
32,4,143,0.0,1.0,1,Tijelovo\
4,4,143,0.0,0.241,1,Tijelovo\
9,5,144,0.0,0.982,1,Tijelovo\
14,5,144,0.0,0.337,1,Tijelovo\
2,5,144,0.0,0.038,1,Tijelovo\
29,5,144,0.0,1.0,1,Tijelovo\
9,5,144,0.0,0.241,1,Tijelovo\
4,6,145,0.0,0.982,1,International Friendly Football Match\
15,6,145,0.0,0.337,1,International Friendly Football Match\
3,6,145,0.0,0.038,1,International Friendly Football Match\
91,6,145,0.0,1.0,1,International Friendly Football Match\
2,6,145,0.0,0.241,1,International Friendly Football Match\
4,7,146,1.0,0.982,0,
15,7,146,1.0,0.337,0,
2,7,146,1.0,0.038,0,
86,7,146,1.0,1.0,0,
2,7,146,1.0,0.241,0,
2,1,147,1.0,0.982,0,
8,1,147,1.0,0.337,0,
4,1,147,1.0,1.0,0,
1,1,147,1.0,0.241,0,
2,2,148,1.0,0.982,0,
13,2,148,1.0,0.337,0,
2,2,148,1.0,0.038,0,
55,2,148,1.0,1.0,0,
1,2,148,1.0,0.241,0,
4,3,149,1.0,0.982,0,
17,3,149,1.0,0.337,0,
1,3,149,1.0,0.038,0,
50,3,149,1.0,1.0,0,
4,3,149,1.0,0.241,0,
5,4,150,1.0,0.982,0,
15,4,150,1.0,0.337,0,
3,4,150,1.0,0.038,0,
52,4,150,1.0,1.0,0,
3,4,150,1.0,0.241,0,
1,4,150,1.0,0.011,0,
1,5,151,0.0,0.001,1,Dan drzavnosti\
18,5,151,0.0,0.982,1,Dan drzavnosti\
13,5,151,0.0,0.337,1,Dan drzavnosti\
1,5,151,0.0,0.038,1,Dan drzavnosti\
40,5,151,0.0,1.0,1,Dan drzavnosti\
6,5,151,0.0,0.241,1,Dan drzavnosti\
2,6,152,1.0,0.982,1,Dan drzavnosti\
7,6,152,1.0,0.337,1,Dan drzavnosti\
69,6,152,1.0,1.0,1,Dan drzavnosti\
2,6,152,1.0,0.241,1,Dan drzavnosti\
3,7,153,1.0,0.982,0,
10,7,153,1.0,0.337,0,
1,7,153,1.0,0.038,0,
35,7,153,1.0,1.0,0,
3,7,153,1.0,0.241,0,
4,1,154,1.0,0.982,0,
7,1,154,1.0,0.337,0,
2,1,154,1.0,0.038,0,
26,1,154,1.0,1.0,0,
2,1,154,1.0,0.241,0,
32,2,155,0.0,0.982,0,
11,2,155,0.0,0.337,0,
1,2,155,0.0,0.038,0,
53,2,155,0.0,1.0,0,
6,2,155,0.0,0.241,0,
37,3,156,0.0,0.982,0,
16,3,156,0.0,0.337,0,
1,3,156,0.0,0.038,0,
10,3,156,0.0,1.0,0,
4,3,156,0.0,0.241,0,
25,4,157,0.0,0.982,0,
26,4,157,0.0,0.337,0,
2,4,157,0.0,0.038,0,
52,4,157,0.0,1.0,0,
3,4,157,0.0,0.241,0,
21,5,158,0.0,0.982,0,
16,5,158,0.0,0.337,0,
1,5,158,0.0,0.038,0,
64,5,158,0.0,1.0,0,
1,5,158,0.0,0.241,0,
6,6,159,0.0,0.982,0,
9,6,159,0.0,0.337,0,
52,6,159,0.0,1.0,0,
5,6,159,0.0,0.241,0,
8,7,160,0.0,0.982,0,
2,7,160,0.0,0.337,0,
34,7,160,0.0,1.0,0,
3,7,160,0.0,0.241,0,
1,7,160,0.0,0.011,0,
17,1,161,1.0,0.982,1,Major Cities Of Europe - IT Users Group\
6,1,161,1.0,0.337,1,Major Cities Of Europe - IT Users Group\
36,1,161,1.0,1.0,1,Major Cities Of Europe - IT Users Group\
5,1,161,1.0,0.241,1,Major Cities Of Europe - IT Users Group\
44,2,162,1.0,0.982,2,Dani Svetog Vida\Major Cities Of Europe - IT Users Group\
2,2,162,1.0,0.337,2,Dani Svetog Vida\Major Cities Of Europe - IT Users Group\
2,2,162,1.0,0.038,2,Dani Svetog Vida\Major Cities Of Europe - IT Users Group\
72,2,162,1.0,1.0,2,Dani Svetog Vida\Major Cities Of Europe - IT Users Group\
1,2,162,1.0,0.011,2,Dani Svetog Vida\Major Cities Of Europe - IT Users Group\
48,3,163,1.0,0.982,2,Dani Svetog Vida\Major Cities Of Europe - IT Users Group\
8,3,163,1.0,0.337,2,Dani Svetog Vida\Major Cities Of Europe - IT Users Group\
1,3,163,1.0,0.038,2,Dani Svetog Vida\Major Cities Of Europe - IT Users Group\
53,3,163,1.0,1.0,2,Dani Svetog Vida\Major Cities Of Europe - IT Users Group\
2,3,163,1.0,0.241,2,Dani Svetog Vida\Major Cities Of Europe - IT Users Group\
1,3,163,1.0,0.011,2,Dani Svetog Vida\Major Cities Of Europe - IT Users Group\
22,4,164,0.0,0.982,1,Dani Svetog Vida\
13,4,164,0.0,0.337,1,Dani Svetog Vida\
2,4,164,0.0,0.038,1,Dani Svetog Vida\
20,4,164,0.0,1.0,1,Dani Svetog Vida\
2,4,164,0.0,0.241,1,Dani Svetog Vida\
1,4,164,0.0,0.011,1,Dani Svetog Vida\
19,5,165,0.0,0.982,2,Dani Svetog Vida\Hartera Festival\
13,5,165,0.0,0.337,2,Dani Svetog Vida\Hartera Festival\
1,5,165,0.0,0.038,2,Dani Svetog Vida\Hartera Festival\
17,5,165,0.0,1.0,2,Dani Svetog Vida\Hartera Festival\
14,5,165,0.0,0.241,2,Dani Svetog Vida\Hartera Festival\
1,5,165,0.0,0.011,2,Dani Svetog Vida\Hartera Festival\
15,6,166,0.0,0.982,2,Dani Svetog Vida\Hartera Festival\
43,6,166,0.0,0.337,2,Dani Svetog Vida\Hartera Festival\
40,6,166,0.0,1.0,2,Dani Svetog Vida\Hartera Festival\
14,6,166,0.0,0.241,2,Dani Svetog Vida\Hartera Festival\
2,6,166,0.0,0.011,2,Dani Svetog Vida\Hartera Festival\
8,7,167,1.0,0.982,1,Dani Svetog Vida\
22,7,167,1.0,0.337,1,Dani Svetog Vida\
20,7,167,1.0,1.0,1,Dani Svetog Vida\
16,7,167,1.0,0.241,1,Dani Svetog Vida\
1,7,167,1.0,0.011,1,Dani Svetog Vida\
12,1,168,0.0,0.982,1,Dani Svetog Vida\
3,1,168,0.0,0.337,1,Dani Svetog Vida\
7,1,168,0.0,1.0,1,Dani Svetog Vida\
2,1,168,0.0,0.241,1,Dani Svetog Vida\
10,2,169,0.0,0.982,1,Dani Svetog Vida\
6,2,169,0.0,0.337,1,Dani Svetog Vida\
1,2,169,0.0,0.038,1,Dani Svetog Vida\
92,2,169,0.0,1.0,1,Dani Svetog Vida\
20,3,170,0.0,0.982,0,
9,3,170,0.0,0.337,0,
4,3,170,0.0,0.038,0,
46,3,170,0.0,1.0,0,
3,3,170,0.0,0.241,0,
31,4,171,1.0,0.982,0,
13,4,171,1.0,0.337,0,
5,4,171,1.0,0.038,0,
9,4,171,1.0,1.0,0,
4,4,171,1.0,0.241,0,
31,5,172,1.0,0.982,0,
2,5,172,1.0,0.337,0,
2,5,172,1.0,0.038,0,
15,5,172,1.0,1.0,0,
3,5,172,1.0,0.241,0,
2,5,172,1.0,0.011,0,
22,6,173,1.0,0.982,1,Intertoto Cup\
3,6,173,1.0,0.337,1,Intertoto Cup\
16,6,173,1.0,1.0,1,Intertoto Cup\
8,6,173,1.0,0.241,1,Intertoto Cup\
2,6,173,1.0,0.011,1,Intertoto Cup\
8,7,174,1.0,0.982,0,
3,7,174,1.0,0.337,0,
19,7,174,1.0,1.0,0,
16,7,174,1.0,0.241,0,
2,7,174,1.0,0.011,0,
10,1,175,1.0,0.982,0,
2,1,175,1.0,0.337,0,
3,1,175,1.0,1.0,0,
6,1,175,1.0,0.241,0,
22,2,176,1.0,0.982,0,
13,2,176,1.0,0.337,0,
4,2,176,1.0,0.038,0,
48,2,176,1.0,1.0,0,
2,2,176,1.0,0.241,0,
8,3,177,1.0,0.982,1,Dan neovisnosti Hrvatske\
8,3,177,1.0,0.337,1,Dan neovisnosti Hrvatske\
4,3,177,1.0,0.038,1,Dan neovisnosti Hrvatske\
54,3,177,1.0,1.0,1,Dan neovisnosti Hrvatske\
2,3,177,1.0,0.241,1,Dan neovisnosti Hrvatske\
7,4,178,1.0,0.982,1,Dan neovisnosti Hrvatske\
9,4,178,1.0,0.337,1,Dan neovisnosti Hrvatske\
3,4,178,1.0,0.038,1,Dan neovisnosti Hrvatske\
66,4,178,1.0,1.0,1,Dan neovisnosti Hrvatske\
2,4,178,1.0,0.241,1,Dan neovisnosti Hrvatske\
1,4,178,1.0,0.011,1,Dan neovisnosti Hrvatske\
33,5,179,1.0,0.982,1,Rijecke ljetne noci\
18,5,179,1.0,0.337,1,Rijecke ljetne noci\
1,5,179,1.0,0.038,1,Rijecke ljetne noci\
15,5,179,1.0,1.0,1,Rijecke ljetne noci\
3,5,179,1.0,0.241,1,Rijecke ljetne noci\
40,6,180,0.0,0.982,1,Rijecke ljetne noci\
13,6,180,0.0,0.337,1,Rijecke ljetne noci\
10,6,180,0.0,1.0,1,Rijecke ljetne noci\
9,6,180,0.0,0.241,1,Rijecke ljetne noci\
22,7,181,1.0,0.982,1,Rijecke ljetne noci\
12,7,181,1.0,0.337,1,Rijecke ljetne noci\
8,7,181,1.0,1.0,1,Rijecke ljetne noci\
8,7,181,1.0,0.241,1,Rijecke ljetne noci\
6,1,182,1.0,0.982,1,Rijecke ljetne noci\
6,1,182,1.0,0.337,1,Rijecke ljetne noci\
4,1,182,1.0,1.0,1,Rijecke ljetne noci\
7,1,182,1.0,0.241,1,Rijecke ljetne noci\
40,2,183,1.0,0.982,1,Rijecke ljetne noci\
3,2,183,1.0,0.337,1,Rijecke ljetne noci\
1,2,183,1.0,0.038,1,Rijecke ljetne noci\
51,2,183,1.0,1.0,1,Rijecke ljetne noci\
1,2,183,1.0,0.241,1,Rijecke ljetne noci\
1,3,184,1.0,0.001,1,Rijecke ljetne noci\
43,3,184,1.0,0.982,1,Rijecke ljetne noci\
1,3,184,1.0,0.337,1,Rijecke ljetne noci\
1,3,184,1.0,0.038,1,Rijecke ljetne noci\
44,3,184,1.0,1.0,1,Rijecke ljetne noci\
3,3,184,1.0,0.241,1,Rijecke ljetne noci\
1,3,184,1.0,0.011,1,Rijecke ljetne noci\
1,3,184,1.0,0.002,1,Rijecke ljetne noci\
14,4,185,1.0,0.982,1,Rijecke ljetne noci\
4,4,185,1.0,0.337,1,Rijecke ljetne noci\
3,4,185,1.0,0.038,1,Rijecke ljetne noci\
7,4,185,1.0,1.0,1,Rijecke ljetne noci\
4,4,185,1.0,0.241,1,Rijecke ljetne noci\
1,4,185,1.0,0.011,1,Rijecke ljetne noci\
21,5,186,1.0,0.982,1,Rijecke ljetne noci\
8,5,186,1.0,0.337,1,Rijecke ljetne noci\
1,5,186,1.0,0.038,1,Rijecke ljetne noci\
7,5,186,1.0,1.0,1,Rijecke ljetne noci\
5,5,186,1.0,0.241,1,Rijecke ljetne noci\
5,6,187,0.0,0.982,1,Rijecke ljetne noci\
12,6,187,0.0,0.337,1,Rijecke ljetne noci\
14,6,187,0.0,1.0,1,Rijecke ljetne noci\
12,6,187,0.0,0.241,1,Rijecke ljetne noci\
2,7,188,1.0,0.982,1,Rijecke ljetne noci\
3,7,188,1.0,0.337,1,Rijecke ljetne noci\
49,7,188,1.0,1.0,1,Rijecke ljetne noci\
11,7,188,1.0,0.241,1,Rijecke ljetne noci\
7,1,189,0.0,0.982,1,Rijecke ljetne noci\
5,1,189,0.0,0.337,1,Rijecke ljetne noci\
4,1,189,0.0,1.0,1,Rijecke ljetne noci\
8,1,189,0.0,0.241,1,Rijecke ljetne noci\
34,2,190,0.0,0.982,1,Rijecke ljetne noci\
11,2,190,0.0,0.337,1,Rijecke ljetne noci\
1,2,190,0.0,0.038,1,Rijecke ljetne noci\
32,2,190,0.0,1.0,1,Rijecke ljetne noci\
3,2,190,0.0,0.241,1,Rijecke ljetne noci\
37,3,191,1.0,0.982,1,Rijecke ljetne noci\
12,3,191,1.0,0.337,1,Rijecke ljetne noci\
1,3,191,1.0,0.038,1,Rijecke ljetne noci\
11,3,191,1.0,1.0,1,Rijecke ljetne noci\
5,3,191,1.0,0.241,1,Rijecke ljetne noci\
44,4,192,1.0,0.982,1,Rijecke ljetne noci\
13,4,192,1.0,0.337,1,Rijecke ljetne noci\
1,4,192,1.0,0.038,1,Rijecke ljetne noci\
10,4,192,1.0,1.0,1,Rijecke ljetne noci\
10,4,192,1.0,0.241,1,Rijecke ljetne noci\
26,5,193,1.0,0.982,1,Rijecke ljetne noci\
21,5,193,1.0,0.337,1,Rijecke ljetne noci\
2,5,193,1.0,0.038,1,Rijecke ljetne noci\
9,5,193,1.0,1.0,1,Rijecke ljetne noci\
4,5,193,1.0,0.241,1,Rijecke ljetne noci\
1,5,193,1.0,0.011,1,Rijecke ljetne noci\
9,6,194,1.0,0.982,1,Rijecke ljetne noci\
10,6,194,1.0,0.337,1,Rijecke ljetne noci\
1,6,194,1.0,0.038,1,Rijecke ljetne noci\
20,6,194,1.0,1.0,1,Rijecke ljetne noci\
10,6,194,1.0,0.241,1,Rijecke ljetne noci\
1,6,194,1.0,0.011,1,Rijecke ljetne noci\
3,7,195,1.0,0.982,1,Rijecke ljetne noci\
13,7,195,1.0,0.337,1,Rijecke ljetne noci\
3,7,195,1.0,1.0,1,Rijecke ljetne noci\
4,7,195,1.0,0.241,1,Rijecke ljetne noci\
6,1,196,0.0,0.982,1,Rijecke ljetne noci\
6,1,196,0.0,0.337,1,Rijecke ljetne noci\
1,1,196,0.0,0.038,1,Rijecke ljetne noci\
6,1,196,0.0,1.0,1,Rijecke ljetne noci\
5,1,196,0.0,0.241,1,Rijecke ljetne noci\
23,2,197,1.0,0.982,1,Rijecke ljetne noci\
11,2,197,1.0,0.337,1,Rijecke ljetne noci\
58,2,197,1.0,1.0,1,Rijecke ljetne noci\
3,2,197,1.0,0.241,1,Rijecke ljetne noci\
30,3,198,1.0,0.982,1,Rijecke ljetne noci\
14,3,198,1.0,0.337,1,Rijecke ljetne noci\
1,3,198,1.0,0.038,1,Rijecke ljetne noci\
7,3,198,1.0,1.0,1,Rijecke ljetne noci\
8,3,198,1.0,0.241,1,Rijecke ljetne noci\
27,4,199,1.0,0.982,1,Rijecke ljetne noci\
15,4,199,1.0,0.337,1,Rijecke ljetne noci\
1,4,199,1.0,0.038,1,Rijecke ljetne noci\
13,4,199,1.0,1.0,1,Rijecke ljetne noci\
8,4,199,1.0,0.241,1,Rijecke ljetne noci\
16,5,200,0.0,0.982,1,Rijecke ljetne noci\
8,5,200,0.0,0.337,1,Rijecke ljetne noci\
3,5,200,0.0,0.038,1,Rijecke ljetne noci\
12,5,200,0.0,1.0,1,Rijecke ljetne noci\
9,5,200,0.0,0.241,1,Rijecke ljetne noci\
8,6,201,1.0,0.982,1,Rijecke ljetne noci\
4,6,201,1.0,0.337,1,Rijecke ljetne noci\
2,6,201,1.0,0.038,1,Rijecke ljetne noci\
38,6,201,1.0,1.0,1,Rijecke ljetne noci\
9,6,201,1.0,0.241,1,Rijecke ljetne noci\
9,7,202,1.0,0.982,1,Rijecke ljetne noci\
6,7,202,1.0,0.337,1,Rijecke ljetne noci\
25,7,202,1.0,1.0,1,Rijecke ljetne noci\
8,7,202,1.0,0.241,1,Rijecke ljetne noci\
6,1,203,0.0,0.982,1,Rijecke ljetne noci\
8,1,203,0.0,0.337,1,Rijecke ljetne noci\
4,1,203,0.0,1.0,1,Rijecke ljetne noci\
9,1,203,0.0,0.241,1,Rijecke ljetne noci\
17,2,204,1.0,0.982,1,Rijecke ljetne noci\
5,2,204,1.0,0.337,1,Rijecke ljetne noci\
40,2,204,1.0,1.0,1,Rijecke ljetne noci\
13,2,204,1.0,0.241,1,Rijecke ljetne noci\
18,3,205,1.0,0.982,1,Rijecke ljetne noci\
8,3,205,1.0,0.337,1,Rijecke ljetne noci\
1,3,205,1.0,0.038,1,Rijecke ljetne noci\
14,3,205,1.0,1.0,1,Rijecke ljetne noci\
13,3,205,1.0,0.241,1,Rijecke ljetne noci\
24,4,206,1.0,0.982,1,Rijecke ljetne noci\
7,4,206,1.0,0.337,1,Rijecke ljetne noci\
1,4,206,1.0,0.038,1,Rijecke ljetne noci\
11,4,206,1.0,1.0,1,Rijecke ljetne noci\
11,4,206,1.0,0.241,1,Rijecke ljetne noci\
19,5,207,0.0,0.982,1,Rijecke ljetne noci\
8,5,207,0.0,0.337,1,Rijecke ljetne noci\
2,5,207,0.0,0.038,1,Rijecke ljetne noci\
32,5,207,0.0,1.0,1,Rijecke ljetne noci\
9,5,207,0.0,0.241,1,Rijecke ljetne noci\
15,6,208,1.0,0.982,1,Rijecke ljetne noci\
3,6,208,1.0,0.337,1,Rijecke ljetne noci\
30,6,208,1.0,1.0,1,Rijecke ljetne noci\
11,6,208,1.0,0.241,1,Rijecke ljetne noci\
7,7,209,1.0,0.982,1,Rijecke ljetne noci\
5,7,209,1.0,0.337,1,Rijecke ljetne noci\
1,7,209,1.0,0.038,1,Rijecke ljetne noci\
14,7,209,1.0,1.0,1,Rijecke ljetne noci\
8,7,209,1.0,0.241,1,Rijecke ljetne noci\
13,1,210,1.0,0.982,0,
6,1,210,1.0,0.337,0,
6,1,210,1.0,1.0,0,
3,1,210,1.0,0.241,0,
35,2,211,1.0,0.982,0,
6,2,211,1.0,0.337,0,
4,2,211,1.0,0.038,0,
59,2,211,1.0,1.0,0,
11,2,211,1.0,0.241,0,
2,2,211,1.0,0.011,0,
40,3,212,1.0,0.982,0,
6,3,212,1.0,0.337,0,
4,3,212,1.0,0.038,0,
13,3,212,1.0,1.0,0,
7,3,212,1.0,0.241,0,
2,3,212,1.0,0.011,0,
26,4,213,1.0,0.982,0,
5,4,213,1.0,0.337,0,
1,4,213,1.0,0.038,0,
28,4,213,1.0,1.0,0,
3,4,213,1.0,0.241,0,
20,5,214,1.0,0.982,0,
4,5,214,1.0,0.337,0,
1,5,214,1.0,0.038,0,
11,5,214,1.0,1.0,0,
6,5,214,1.0,0.241,0,
1,5,214,1.0,0.011,0,
9,6,215,0.0,0.982,0,
5,6,215,0.0,0.337,0,
1,6,215,0.0,0.038,0,
27,6,215,0.0,1.0,0,
14,6,215,0.0,0.241,0,
1,6,215,0.0,0.011,0,
7,7,216,1.0,0.982,0,
3,7,216,1.0,0.337,0,
1,7,216,1.0,0.038,0,
24,7,216,1.0,1.0,0,
14,7,216,1.0,0.241,0,
1,7,216,1.0,0.011,0,
6,1,217,1.0,0.982,0,
1,1,217,1.0,0.337,0,
1,1,217,1.0,0.038,0,
39,1,217,1.0,1.0,0,
4,1,217,1.0,0.241,0,
1,2,218,1.0,0.001,1,Dan pobjede i domovinske zahvalnosti\
14,2,218,1.0,0.982,1,Dan pobjede i domovinske zahvalnosti\
2,2,218,1.0,0.337,1,Dan pobjede i domovinske zahvalnosti\
1,2,218,1.0,0.038,1,Dan pobjede i domovinske zahvalnosti\
69,2,218,1.0,1.0,1,Dan pobjede i domovinske zahvalnosti\
8,2,218,1.0,0.241,1,Dan pobjede i domovinske zahvalnosti\
1,2,218,1.0,0.011,1,Dan pobjede i domovinske zahvalnosti\
1,3,219,0.0,0.001,1,Dan pobjede i domovinske zahvalnosti\
17,3,219,0.0,0.982,1,Dan pobjede i domovinske zahvalnosti\
10,3,219,0.0,0.337,1,Dan pobjede i domovinske zahvalnosti\
1,3,219,0.0,0.038,1,Dan pobjede i domovinske zahvalnosti\
28,3,219,0.0,1.0,1,Dan pobjede i domovinske zahvalnosti\
16,3,219,0.0,0.241,1,Dan pobjede i domovinske zahvalnosti\
22,4,220,1.0,0.982,0,
5,4,220,1.0,0.337,0,
1,4,220,1.0,0.038,0,
34,4,220,1.0,1.0,0,
11,4,220,1.0,0.241,0,
19,5,221,0.0,0.982,0,
4,5,221,0.0,0.337,0,
2,5,221,0.0,0.038,0,
37,5,221,0.0,1.0,0,
5,5,221,0.0,0.241,0,
9,6,222,0.0,0.982,0,
2,6,222,0.0,0.337,0,
54,6,222,0.0,1.0,0,
12,6,222,0.0,0.241,0,
9,7,223,1.0,0.982,0,
2,7,223,1.0,0.337,0,
36,7,223,1.0,1.0,0,
10,7,223,1.0,0.241,0,
1,7,223,1.0,0.011,0,
7,1,224,1.0,0.982,0,
3,1,224,1.0,0.337,0,
19,1,224,1.0,1.0,0,
9,1,224,1.0,0.241,0,
1,2,225,1.0,0.001,0,
9,2,225,1.0,0.982,0,
1,2,225,1.0,0.337,0,
96,2,225,1.0,1.0,0,
2,2,225,1.0,0.241,0,
1,2,225,1.0,0.011,0,
1,3,226,1.0,0.001,0,
11,3,226,1.0,0.982,0,
2,3,226,1.0,0.337,0,
66,3,226,1.0,1.0,0,
4,3,226,1.0,0.241,0,
15,4,227,0.0,0.982,0,
4,4,227,0.0,0.337,0,
1,4,227,0.0,0.038,0,
69,4,227,0.0,1.0,0,
10,4,227,0.0,0.241,0,
10,5,228,0.0,0.982,1,Velika Gospa\
3,5,228,0.0,0.337,1,Velika Gospa\
1,5,228,0.0,0.038,1,Velika Gospa\
74,5,228,0.0,1.0,1,Velika Gospa\
8,5,228,0.0,0.241,1,Velika Gospa\
8,6,229,0.0,0.982,1,Velika Gospa\
3,6,229,0.0,0.337,1,Velika Gospa\
3,6,229,0.0,0.038,1,Velika Gospa\
72,6,229,0.0,1.0,1,Velika Gospa\
14,6,229,0.0,0.241,1,Velika Gospa\
7,7,230,1.0,0.982,0,
1,7,230,1.0,0.337,0,
74,7,230,1.0,1.0,0,
14,7,230,1.0,0.241,0,
1,7,230,1.0,0.011,0,
36,1,231,1.0,0.982,0,
2,1,231,1.0,0.337,0,
1,1,231,1.0,0.038,0,
13,1,231,1.0,1.0,0,
8,1,231,1.0,0.241,0,
16,2,232,1.0,0.982,0,
1,2,232,1.0,0.337,0,
80,2,232,1.0,1.0,0,
3,2,232,1.0,0.241,0,
20,3,233,1.0,0.982,0,
6,3,233,1.0,0.337,0,
13,3,233,1.0,1.0,0,
4,3,233,1.0,0.241,0,
20,4,234,1.0,0.982,0,
7,4,234,1.0,0.337,0,
1,4,234,1.0,0.038,0,
7,4,234,1.0,1.0,0,
1,4,234,1.0,0.241,0,
12,5,235,1.0,0.982,0,
1,5,235,1.0,0.337,0,
2,5,235,1.0,0.038,0,
28,5,235,1.0,1.0,0,
4,5,235,1.0,0.241,0,
18,6,236,1.0,0.982,0,
4,6,236,1.0,0.337,0,
33,6,236,1.0,1.0,0,
2,6,236,1.0,0.241,0,
1,7,237,0.0,0.001,0,
10,7,237,0.0,0.982,0,
4,7,237,0.0,0.337,0,
3,7,237,0.0,0.038,0,
52,7,237,0.0,1.0,0,
4,7,237,0.0,0.241,0,
12,1,238,1.0,0.982,0,
8,1,238,1.0,0.337,0,
6,1,238,1.0,1.0,0,
5,1,238,1.0,0.241,0,
24,2,239,1.0,0.982,0,
10,2,239,1.0,0.337,0,
2,2,239,1.0,0.038,0,
72,2,239,1.0,1.0,0,
1,2,239,1.0,0.241,0,
1,2,239,1.0,0.002,0,
29,3,240,1.0,0.982,0,
15,3,240,1.0,0.337,0,
4,3,240,1.0,0.038,0,
22,3,240,1.0,1.0,0,
6,3,240,1.0,0.241,0,
27,4,241,1.0,0.982,0,
16,4,241,1.0,0.337,0,
23,4,241,1.0,1.0,0,
2,4,241,1.0,0.241,0,
1,4,241,1.0,0.011,0,
14,5,242,1.0,0.982,0,
12,5,242,1.0,0.337,0,
37,5,242,1.0,1.0,0,
11,5,242,1.0,0.241,0,
1,5,242,1.0,0.011,0,
18,6,243,1.0,0.982,0,
10,6,243,1.0,0.337,0,
1,6,243,1.0,0.038,0,
9,6,243,1.0,1.0,0,
4,6,243,1.0,0.241,0,
12,7,244,1.0,0.982,0,
1,7,244,1.0,0.337,0,
3,7,244,1.0,0.038,0,
6,7,244,1.0,1.0,0,
6,7,244,1.0,0.241,0,
42,1,245,1.0,0.982,0,
5,1,245,1.0,0.337,0,
12,1,245,1.0,1.0,0,
5,1,245,1.0,0.241,0,
19,2,246,1.0,0.982,0,
6,2,246,1.0,0.337,0,
1,2,246,1.0,0.038,0,
47,2,246,1.0,1.0,0,
3,2,246,1.0,0.241,0,
17,3,247,1.0,0.982,0,
8,3,247,1.0,0.337,0,
2,3,247,1.0,0.038,0,
11,3,247,1.0,1.0,0,
8,3,247,1.0,0.241,0,
19,4,248,1.0,0.982,0,
7,4,248,1.0,0.337,0,
2,4,248,1.0,0.038,0,
9,4,248,1.0,1.0,0,
12,4,248,1.0,0.241,0,
14,5,249,0.0,0.982,1,International Conference Of Clinical Ethics And Consultation\
1,5,249,0.0,0.337,1,International Conference Of Clinical Ethics And Consultation\
1,5,249,0.0,0.038,1,International Conference Of Clinical Ethics And Consultation\
19,5,249,0.0,1.0,1,International Conference Of Clinical Ethics And Consultation\
2,5,249,0.0,0.241,1,International Conference Of Clinical Ethics And Consultation\
10,6,250,1.0,0.982,0,
1,6,250,1.0,0.337,0,
4,6,250,1.0,1.0,0,
2,6,250,1.0,0.241,0,
1,6,250,1.0,0.011,0,
8,7,251,1.0,0.982,0,
1,7,251,1.0,0.337,0,
7,7,251,1.0,1.0,0,
2,7,251,1.0,0.241,0,
13,1,252,0.0,0.982,0,
4,1,252,0.0,0.337,0,
2,1,252,0.0,0.038,0,
7,1,252,0.0,1.0,0,
3,1,252,0.0,0.241,0,
1,1,252,0.0,0.011,0,
19,2,253,1.0,0.982,0,
5,2,253,1.0,0.337,0,
2,2,253,1.0,0.038,0,
4,2,253,1.0,1.0,0,
4,2,253,1.0,0.241,0,
1,2,253,1.0,0.011,0,
28,3,254,1.0,0.982,0,
8,3,254,1.0,0.337,0,
1,3,254,1.0,0.038,0,
18,3,254,1.0,1.0,0,
9,3,254,1.0,0.241,0,
1,3,254,1.0,0.011,0,
38,4,255,1.0,0.982,0,
9,4,255,1.0,0.337,0,
4,4,255,1.0,0.038,0,
27,4,255,1.0,1.0,0,
6,4,255,1.0,0.241,0,
1,4,255,1.0,0.011,0,
36,5,256,1.0,0.982,0,
6,5,256,1.0,0.337,0,
1,5,256,1.0,0.038,0,
26,5,256,1.0,1.0,0,
3,5,256,1.0,0.241,0,
1,5,256,1.0,0.011,0,
15,6,257,0.0,0.982,0,
5,6,257,0.0,0.337,0,
1,6,257,0.0,0.038,0,
27,6,257,0.0,1.0,0,
3,6,257,0.0,0.241,0,
1,6,257,0.0,0.011,0,
21,7,258,0.0,0.982,0,
1,7,258,0.0,0.038,0,
64,7,258,0.0,1.0,0,
6,7,258,0.0,0.241,0,
12,1,259,1.0,0.982,0,
11,1,259,1.0,0.337,0,
57,1,259,1.0,1.0,0,
2,1,259,1.0,0.241,0,
16,2,260,1.0,0.982,0,
10,2,260,1.0,0.337,0,
1,2,260,1.0,0.038,0,
84,2,260,1.0,1.0,0,
28,3,261,1.0,0.982,0,
25,3,261,1.0,0.337,0,
1,3,261,1.0,0.038,0,
24,3,261,1.0,1.0,0,
4,3,261,1.0,0.241,0,
45,4,262,1.0,0.982,0,
23,4,262,1.0,0.337,0,
1,4,262,1.0,0.038,0,
33,4,262,1.0,1.0,0,
1,4,262,1.0,0.241,0,
2,4,262,1.0,0.011,0,
30,5,263,1.0,0.982,0,
